10333.3;10344.6;10345.8;10344.0;10344.0;10335.8;10335.8
Thu Sep 24 12:48:21 CEST 2020;Thu Sep 24 12:50:22 CEST 2020;Thu Sep 24 12:51:22 CEST 2020;Thu Sep 24 12:52:22 CEST 2020;Thu Sep 24 12:52:22 CEST 2020;Thu Sep 24 12:53:23 CEST 2020;Thu Sep 24 12:53:23 CEST 2020
