10336.1;10344.6;10325.5;10325.5;10329.0;10339.7;10339.7;10328.7;10328.7;10328.7
Thu Sep 24 12:37:19 CEST 2020;Thu Sep 24 12:39:19 CEST 2020;Thu Sep 24 12:40:19 CEST 2020;Thu Sep 24 12:40:19 CEST 2020;Thu Sep 24 12:41:20 CEST 2020;Thu Sep 24 12:42:20 CEST 2020;Thu Sep 24 12:43:20 CEST 2020;Thu Sep 24 12:44:21 CEST 2020;Thu Sep 24 12:45:21 CEST 2020;Thu Sep 24 12:45:21 CEST 2020
