10405.4;10425.3;10409.6;10420.4;10421.3;10421.9;10424.4;10428.3;10434.0;10436.8;10442.6;10442.4;10442.4;10442.4;10415.7;10415.7;10429.7;10429.9;10435.8;10429.7;10440.4;10440.5;10440.5;10430.5;10430.5;10440.5;10433.7;10433.7
Thu Sep 24 13:12:38 CEST 2020;Thu Sep 24 13:15:38 CEST 2020;Thu Sep 24 13:26:41 CEST 2020;Thu Sep 24 13:28:42 CEST 2020;Thu Sep 24 13:29:42 CEST 2020;Thu Sep 24 13:30:42 CEST 2020;Thu Sep 24 13:31:42 CEST 2020;Thu Sep 24 13:32:43 CEST 2020;Thu Sep 24 13:37:44 CEST 2020;Thu Sep 24 13:39:45 CEST 2020;Thu Sep 24 13:40:45 CEST 2020;Thu Sep 24 13:41:45 CEST 2020;Thu Sep 24 13:41:45 CEST 2020;Thu Sep 24 13:42:45 CEST 2020;Thu Sep 24 13:43:46 CEST 2020;Thu Sep 24 13:44:46 CEST 2020;Thu Sep 24 13:45:46 CEST 2020;Thu Sep 24 13:46:46 CEST 2020;Thu Sep 24 13:47:46 CEST 2020;Thu Sep 24 13:48:47 CEST 2020;Thu Sep 24 13:50:43 CEST 2020;Thu Sep 24 13:58:55 CEST 2020;Thu Sep 24 14:00:10 CEST 2020;Thu Sep 24 14:07:57 CEST 2020;Thu Sep 24 14:09:42 CEST 2020;Thu Sep 24 14:23:50 CEST 2020;Thu Sep 24 14:26:02 CEST 2020;Thu Sep 24 14:26:02 CEST 2020
