10359.0;10353.3;10340.3;10340.3;10347.0;10347.0;10347.0;10347.0;10348.1;10348.1;10339.6;10339.6
Thu Sep 24 12:07:11 CEST 2020;Thu Sep 24 12:16:13 CEST 2020;Thu Sep 24 12:17:13 CEST 2020;Thu Sep 24 12:17:13 CEST 2020;Thu Sep 24 12:18:14 CEST 2020;Thu Sep 24 12:19:14 CEST 2020;Thu Sep 24 12:20:14 CEST 2020;Thu Sep 24 12:21:14 CEST 2020;Thu Sep 24 12:22:15 CEST 2020;Thu Sep 24 12:23:15 CEST 2020;Thu Sep 24 12:24:15 CEST 2020;Thu Sep 24 12:24:15 CEST 2020
