10340.3;10356.8;10358.8;10361.5;10348.9;10348.9;10342.7;10342.7;10360.7;10360.7;10361.4;10343.3;10342.8;10342.8;10342.8;10342.8;10342.8
Thu Sep 24 11:45:06 CEST 2020;Thu Sep 24 11:47:06 CEST 2020;Thu Sep 24 11:49:07 CEST 2020;Thu Sep 24 11:50:07 CEST 2020;Thu Sep 24 11:51:07 CEST 2020;Thu Sep 24 11:51:07 CEST 2020;Thu Sep 24 11:52:07 CEST 2020;Thu Sep 24 11:53:07 CEST 2020;Thu Sep 24 11:54:08 CEST 2020;Thu Sep 24 11:55:08 CEST 2020;Thu Sep 24 11:56:08 CEST 2020;Thu Sep 24 11:57:09 CEST 2020;Thu Sep 24 11:58:09 CEST 2020;Thu Sep 24 11:59:09 CEST 2020;Thu Sep 24 12:00:09 CEST 2020;Thu Sep 24 12:01:09 CEST 2020;Thu Sep 24 12:01:09 CEST 2020 Sep 24 12:08:11 CEST 2020;Thu Sep 24 12:09:11 CEST 2020;Thu Sep 24 12:10:12 CEST 2020;Thu Sep 24 12:11:12 CEST 2020;Thu Sep 24 12:12:12 CEST 2020;Thu Sep 24 12:13:12 CEST 2020;Thu Sep 24 12:14:13 CEST 2020;Thu Sep 24 12:15:13 CEST 2020;Thu Sep 24 12:16:13 CEST 2020;Thu Sep 24 12:17:13 CEST 2020;Thu Sep 24 12:18:14 CEST 2020;Thu Sep 24 12:19:14 CEST 2020;Thu Sep 24 12:20:14 CEST 2020;Thu Sep 24 12:21:14 CEST 2020;Thu Sep 24 12:22:15 CEST 2020;Thu Sep 24 12:23:15 CEST 2020;Thu Sep 24 12:24:15 CEST 2020;Thu Sep 24 12:25:16 CEST 2020;Thu Sep 24 12:26:16 CEST 2020;Thu Sep 24 12:27:16 CEST 2020;Thu Sep 24 12:28:16 CEST 2020;Thu Sep 24 12:29:17 CEST 2020;Thu Sep 24 12:30:17 CEST 2020;Thu Sep 24 12:31:17 CEST 2020;Thu Sep 24 12:32:17 CEST 2020;Thu Sep 24 12:33:18 CEST 2020;Thu Sep 24 12:34:18 CEST 2020;Thu Sep 24 12:35:18 CEST 2020;Thu Sep 24 12:36:19 CEST 2020;Thu Sep 24 12:37:19 CEST 2020;Thu Sep 24 12:38:19 CEST 2020;Thu Sep 24 12:39:19 CEST 2020;Thu Sep 24 12:40:19 CEST 2020;Thu Sep 24 12:41:20 CEST 2020;Thu Sep 24 12:42:20 CEST 2020;Thu Sep 24 12:43:20 CEST 2020;Thu Sep 24 12:44:21 CEST 2020;Thu Sep 24 12:45:21 CEST 2020;Thu Sep 24 12:46:21 CEST 2020;Thu Sep 24 12:47:21 CEST 2020;Thu Sep 24 12:48:21 CEST 2020;Thu Sep 24 12:49:22 CEST 2020;Thu Sep 24 12:50:22 CEST 2020;Thu Sep 24 12:51:22 CEST 2020;Thu Sep 24 12:52:22 CEST 2020;Thu Sep 24 12:53:23 CEST 2020;Thu Sep 24 12:53:23 CEST 2020
